As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,Ihub Balance,Balance Difference,Match Status,Comments
06/09/2023,0,1692545,19076,GBP,ALL OTHER LOANS,DEFERRED COSTS,24957,24957.739005072115,-0.7390050721151056,Match,Difference is within tolerance (less than 1USD)
04/28/2023,0,1639562,53556,EUR,ALL OTHER LOANS,DEFERRED COSTS,10899,0.0,10899.0,Break,
08/23/2023,2,1654929,26193,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75211,20000.0,55211.0,Break,
05/04/2023,0,1686114,20657,USD,ALL OTHER LOANS,DEFERRED COSTS,21272,10000.0,11272.0,Break,
04/10/2023,0,1611687,11294,USD,ALL OTHER LOANS,PRINCIPAL,15238,15238.933381840803,-0.933381840803122,Match,Difference is within tolerance (less than 1USD)
04/17/2023,2,1610349,29081,EUR,ALL OTHER LOANS,DEFERRED COSTS,32844,0.0,32844.0,Break,
02/01/2023,2,1659103,22987,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,51458,80000.0,-28542.0,Break,
06/29/2023,2,1673743,13013,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16551,16551.0,0.0,Match,
06/09/2023,2,1647820,25000,GBP,ALL OTHER LOANS,DEFERRED COSTS,23084,23083.534318230155,0.465681769845105,Match,Difference is within tolerance (less than 1USD)
04/01/2023,2,1632614,31214,USD,ALL OTHER LOANS,PRINCIPAL,12146,20000.0,-7854.0,Break,
05/31/2023,0,1619218,19563,USD,ALL OTHER LOANS,DEFERRED COSTS,34877,34877.49454040879,-0.4945404087920906,Match,Difference is within tolerance (less than 1USD)
03/02/2023,0,1632614,31214,USD,ALL OTHER LOANS,PRINCIPAL,72741,20000.0,52741.0,Break,
04/22/2023,0,1609332,44208,GBP,ALL OTHER LOANS,PRINCIPAL,49618,0.0,49618.0,Break,
05/12/2023,0,1647729,42089,EUR,ALL OTHER LOANS,PRINCIPAL,30468,30000.0,468.0,Break,
05/23/2023,2,1618034,20856,EUR,ALL OTHER LOANS,PRINCIPAL,36332,20000.0,16332.0,Break,
06/02/2023,2,1680098,13669,GBP,ALL OTHER LOANS,DEFERRED COSTS,55526,50000.0,5526.0,Break,
07/24/2023,0,1622315,14271,USD,ALL OTHER LOANS,DEFERRED COSTS,29649,50000.0,-20351.0,Break,
04/09/2023,2,1660284,60558,GBP,ALL OTHER LOANS,PRINCIPAL,11348,11347.48776888506,0.5122311149407324,Match,Difference is within tolerance (less than 1USD)
03/07/2023,0,1601979,19434,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,37555,60000.0,-22445.0,Break,
06/10/2023,2,1639278,33344,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11769,30000.0,-18231.0,Break,
04/25/2023,2,1654929,26193,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10491,20000.0,-9509.0,Break,
06/26/2023,2,1642140,36091,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43162,43162.0,0.0,Match,
05/16/2023,0,1607555,44617,GBP,ALL OTHER LOANS,DEFERRED COSTS,69754,69754.0,0.0,Match,
06/30/2023,2,1608565,18004,GBP,ALL OTHER LOANS,PRINCIPAL,47530,30000.0,17530.0,Break,
05/30/2023,2,1653663,69770,EUR,ALL OTHER LOANS,PRINCIPAL,68756,80000.0,-11244.0,Break,
03/20/2023,0,1623838,9579,GBP,ALL OTHER LOANS,DEFERRED COSTS,63552,63552.0,0.0,Match,
04/26/2023,2,1607025,19782,EUR,ALL OTHER LOANS,DEFERRED COSTS,36245,80000.0,-43755.0,Break,
06/03/2023,0,1686071,39946,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,51336,51336.0,0.0,Match,
03/12/2023,0,1673227,19733,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45494,50000.0,-4506.0,Break,
05/17/2023,2,1634540,19647,GBP,ALL OTHER LOANS,PRINCIPAL,18396,10000.0,8396.0,Break,
07/16/2023,2,1615118,9977,USD,ALL OTHER LOANS,PRINCIPAL,78253,78252.2095760961,0.7904239039053209,Match,Difference is within tolerance (less than 1USD)
04/01/2023,2,1672397,35158,GBP,ALL OTHER LOANS,DEFERRED COSTS,56423,60000.0,-3577.0,Break,
02/10/2023,2,1646869,68068,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,29877,0.0,29877.0,Break,
07/05/2023,2,1601979,19434,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16308,60000.0,-43692.0,Break,
08/06/2023,2,1660155,6173,USD,ALL OTHER LOANS,PRINCIPAL,29616,29616.0,0.0,Match,
04/20/2023,2,1666723,59241,EUR,ALL OTHER LOANS,DEFERRED COSTS,43225,43224.31534999924,0.684650000759575,Match,Difference is within tolerance (less than 1USD)
07/05/2023,0,1635621,27886,USD,ALL OTHER LOANS,PRINCIPAL,27494,0.0,27494.0,Break,
04/08/2023,2,1638411,34836,EUR,ALL OTHER LOANS,DEFERRED COSTS,44687,10000.0,34687.0,Break,
06/04/2023,2,1640962,23294,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,57141,57141.0,0.0,Match,
03/22/2023,0,1684624,30553,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16951,10000.0,6951.0,Break,
07/16/2023,0,1660793,60475,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44910,40000.0,4910.0,Break,
07/03/2023,2,1626404,66434,EUR,ALL OTHER LOANS,PRINCIPAL,23014,23014.0,0.0,Match,
05/20/2023,0,1627762,10066,EUR,ALL OTHER LOANS,DEFERRED COSTS,75913,10000.0,65913.0,Break,
05/05/2023,0,1640962,23294,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20403,20403.0,0.0,Match,
08/04/2023,2,1612642,12691,EUR,ALL OTHER LOANS,DEFERRED COSTS,60302,80000.0,-19698.0,Break,
05/06/2023,2,1635621,27886,USD,ALL OTHER LOANS,PRINCIPAL,54828,54828.0,0.0,Match,
09/07/2023,2,1692545,19076,GBP,ALL OTHER LOANS,DEFERRED COSTS,28524,40000.0,-11476.0,Break,
06/29/2023,0,1672794,33531,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,72465,70000.0,2465.0,Break,
09/02/2023,0,1640962,23294,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75638,20000.0,55638.0,Break,
06/02/2023,2,1629717,14907,GBP,ALL OTHER LOANS,PRINCIPAL,25664,40000.0,-14336.0,Break,
07/14/2023,2,1653398,62466,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75266,10000.0,65266.0,Break,
05/12/2023,2,1606840,40825,USD,ALL OTHER LOANS,PRINCIPAL,70553,70553.0,0.0,Match,
07/26/2023,2,1613671,31573,USD,ALL OTHER LOANS,PRINCIPAL,11495,11495.0,0.0,Match,
07/07/2023,0,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,76219,0.0,76219.0,Break,
06/30/2023,0,1600428,41383,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47820,47820.0,0.0,Match,
06/08/2023,0,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,55345,0.0,55345.0,Break,
07/16/2023,0,1687726,18234,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13331,30000.0,-16669.0,Break,
04/03/2023,0,1680098,13669,GBP,ALL OTHER LOANS,DEFERRED COSTS,67934,0.0,67934.0,Break,
08/22/2023,2,1636740,65333,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,66711,66711.0,0.0,Match,
07/07/2023,0,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,68476,68475.88602279263,0.11397720736567862,Match,Difference is within tolerance (less than 1USD)
08/28/2023,0,1653663,69770,EUR,ALL OTHER LOANS,PRINCIPAL,26523,26522.922455063497,0.07754493650281802,Match,Difference is within tolerance (less than 1USD)
08/04/2023,0,1643958,5952,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,27148,27148.96423634415,-0.9642363441489579,Match,Difference is within tolerance (less than 1USD)
03/08/2023,2,1656047,25499,USD,ALL OTHER LOANS,PRINCIPAL,34905,70000.0,-35095.0,Break,
04/04/2023,0,1686071,39946,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31813,70000.0,-38187.0,Break,
07/02/2023,2,1675516,7939,USD,ALL OTHER LOANS,DEFERRED COSTS,40449,50000.0,-9551.0,Break,
07/28/2023,0,1660012,6904,GBP,ALL OTHER LOANS,DEFERRED COSTS,34865,34865.853983149274,-0.853983149274427,Match,Difference is within tolerance (less than 1USD)
07/23/2023,2,1685740,61821,USD,ALL OTHER LOANS,DEFERRED COSTS,13781,30000.0,-16219.0,Break,
05/18/2023,0,1621426,44951,USD,ALL OTHER LOANS,DEFERRED COSTS,30593,10000.0,20593.0,Break,
06/15/2023,2,1643608,60592,GBP,ALL OTHER LOANS,DEFERRED COSTS,66312,66312.0,0.0,Match,
09/05/2023,0,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,42633,42633.0,0.0,Match,
05/18/2023,0,1611101,22289,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38365,38365.0,0.0,Match,
08/02/2023,0,1626404,66434,EUR,ALL OTHER LOANS,PRINCIPAL,44606,44606.0,0.0,Match,
09/03/2023,0,1612642,12691,EUR,ALL OTHER LOANS,DEFERRED COSTS,62047,62046.36562995415,0.6343700458528474,Match,Difference is within tolerance (less than 1USD)
03/26/2023,2,1622315,14271,USD,ALL OTHER LOANS,DEFERRED COSTS,35639,80000.0,-44361.0,Break,
03/19/2023,0,1621426,44951,USD,ALL OTHER LOANS,DEFERRED COSTS,55853,30000.0,25853.0,Break,
06/27/2023,0,1639562,53556,EUR,ALL OTHER LOANS,DEFERRED COSTS,20897,60000.0,-39103.0,Break,
07/01/2023,0,1647198,30452,EUR,ALL OTHER LOANS,DEFERRED COSTS,54091,54090.36388430685,0.6361156931525329,Match,Difference is within tolerance (less than 1USD)
06/30/2023,0,1619218,19563,USD,ALL OTHER LOANS,DEFERRED COSTS,79426,79426.0,0.0,Match,
06/17/2023,2,1621426,44951,USD,ALL OTHER LOANS,DEFERRED COSTS,57263,60000.0,-2737.0,Break,
06/24/2023,2,1622315,14271,USD,ALL OTHER LOANS,DEFERRED COSTS,75753,30000.0,45753.0,Break,
03/16/2023,2,1645194,17651,EUR,ALL OTHER LOANS,PRINCIPAL,21682,20000.0,1682.0,Break,
07/16/2023,0,1642845,7566,USD,ALL OTHER LOANS,DEFERRED COSTS,31661,10000.0,21661.0,Break,
02/11/2023,0,1696688,8207,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,62803,30000.0,32803.0,Break,
07/08/2023,0,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,69355,80000.0,-10645.0,Break,
07/20/2023,2,1647635,15169,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77955,77955.0,0.0,Match,
06/15/2023,2,1675231,21830,EUR,ALL OTHER LOANS,PRINCIPAL,16462,40000.0,-23538.0,Break,
06/01/2023,2,1623956,14441,USD,ALL OTHER LOANS,DEFERRED COSTS,31888,31887.813348088388,0.1866519116119889,Match,Difference is within tolerance (less than 1USD)
03/31/2023,0,1643916,44391,USD,ALL OTHER LOANS,PRINCIPAL,71592,80000.0,-8408.0,Break,
05/23/2023,0,1624786,40797,USD,ALL OTHER LOANS,PRINCIPAL,65920,30000.0,35920.0,Break,
03/16/2023,2,1641777,57556,EUR,ALL OTHER LOANS,DEFERRED COSTS,35861,60000.0,-24139.0,Break,
04/02/2023,0,1659103,22987,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26947,60000.0,-33053.0,Break,
07/29/2023,2,1662496,48750,EUR,ALL OTHER LOANS,PRINCIPAL,35508,35508.49098722789,-0.4909872278876719,Match,Difference is within tolerance (less than 1USD)
05/25/2023,0,1654929,26193,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77851,20000.0,57851.0,Break,
03/06/2023,2,1657813,61196,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,54920,50000.0,4920.0,Break,
05/19/2023,0,1681897,49077,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38708,38707.767706486244,0.23229351375630358,Match,Difference is within tolerance (less than 1USD)
04/15/2023,0,1679714,38299,USD,ALL OTHER LOANS,PRINCIPAL,59923,60000.0,-77.0,Break,
04/02/2023,0,1667767,65307,EUR,ALL OTHER LOANS,PRINCIPAL,73360,60000.0,13360.0,Break,
06/25/2023,0,1668238,5821,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,18905,18905.0,0.0,Match,
04/06/2023,0,1632508,27644,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,61956,61956.0,0.0,Match,
05/29/2023,0,1640745,35776,GBP,ALL OTHER LOANS,DEFERRED COSTS,60696,60000.0,696.0,Break,
05/26/2023,2,1605924,37289,EUR,ALL OTHER LOANS,DEFERRED COSTS,48178,48178.73026976122,-0.7302697612176416,Match,Difference is within tolerance (less than 1USD)
04/04/2023,0,1677593,11213,USD,ALL OTHER LOANS,DEFERRED COSTS,38127,10000.0,28127.0,Break,
04/16/2023,2,1607555,44617,GBP,ALL OTHER LOANS,DEFERRED COSTS,58198,58198.0,0.0,Match,
09/07/2023,0,1647820,25000,GBP,ALL OTHER LOANS,DEFERRED COSTS,51895,51895.24250845375,-0.24250845375354402,Match,Difference is within tolerance (less than 1USD)
05/18/2023,0,1666765,66894,EUR,ALL OTHER LOANS,PRINCIPAL,62222,70000.0,-7778.0,Break,
08/25/2023,2,1613671,31573,USD,ALL OTHER LOANS,PRINCIPAL,73889,0.0,73889.0,Break,
03/10/2023,0,1671869,14655,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22874,50000.0,-27126.0,Break,
07/17/2023,2,1675851,13680,USD,ALL OTHER LOANS,DEFERRED COSTS,37062,37062.0,0.0,Match,
04/01/2023,0,1630901,26291,USD,ALL OTHER LOANS,DEFERRED COSTS,50686,60000.0,-9314.0,Break,
04/18/2023,0,1686417,7306,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26613,70000.0,-43387.0,Break,
04/03/2023,2,1658705,8349,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,51007,51006.89288025792,0.10711974208243191,Match,Difference is within tolerance (less than 1USD)
03/03/2023,2,1623956,14441,USD,ALL OTHER LOANS,DEFERRED COSTS,30304,80000.0,-49696.0,Break,
05/11/2023,0,1643408,59706,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,46150,46149.37836969868,0.6216303013206925,Match,Difference is within tolerance (less than 1USD)
05/31/2023,2,1601855,54784,EUR,ALL OTHER LOANS,PRINCIPAL,56717,70000.0,-13283.0,Break,
05/09/2023,2,1660472,66029,EUR,ALL OTHER LOANS,DEFERRED COSTS,67274,0.0,67274.0,Break,
04/27/2023,2,1611111,29434,USD,ALL OTHER LOANS,DEFERRED COSTS,57029,57029.82847946937,-0.8284794693681761,Match,Difference is within tolerance (less than 1USD)
05/15/2023,2,1690546,59938,USD,ALL OTHER LOANS,PRINCIPAL,64363,10000.0,54363.0,Break,
08/04/2023,0,1695590,62721,EUR,ALL OTHER LOANS,DEFERRED COSTS,30260,30260.840892971362,-0.8408929713623365,Match,Difference is within tolerance (less than 1USD)
05/21/2023,2,1650942,25253,GBP,ALL OTHER LOANS,DEFERRED COSTS,13789,70000.0,-56211.0,Break,
05/01/2023,0,1608565,18004,GBP,ALL OTHER LOANS,PRINCIPAL,77674,0.0,77674.0,Break,
05/22/2023,2,1667042,23281,EUR,ALL OTHER LOANS,PRINCIPAL,27745,30000.0,-2255.0,Break,
07/01/2023,2,1623956,14441,USD,ALL OTHER LOANS,DEFERRED COSTS,39599,39598.550168615744,0.44983138425595826,Match,Difference is within tolerance (less than 1USD)
04/03/2023,2,1696468,48516,USD,ALL OTHER LOANS,PRINCIPAL,33231,33231.0,0.0,Match,
04/06/2023,2,1601979,19434,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,57376,70000.0,-12624.0,Break,
08/01/2023,2,1609717,56676,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,55042,70000.0,-14958.0,Break,
04/18/2023,2,1648971,24022,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22384,60000.0,-37616.0,Break,
03/12/2023,2,1683114,55415,GBP,ALL OTHER LOANS,DEFERRED COSTS,51335,51334.77670170057,0.22329829943191726,Match,Difference is within tolerance (less than 1USD)
06/19/2023,2,1666723,59241,EUR,ALL OTHER LOANS,DEFERRED COSTS,15657,15656.46863872639,0.5313612736099458,Match,Difference is within tolerance (less than 1USD)
05/27/2023,0,1670102,42140,USD,ALL OTHER LOANS,PRINCIPAL,22313,60000.0,-37687.0,Break,
06/03/2023,0,1627853,22963,EUR,ALL OTHER LOANS,DEFERRED COSTS,67593,60000.0,7593.0,Break,
04/21/2023,2,1639334,4261,EUR,ALL OTHER LOANS,PRINCIPAL,33409,0.0,33409.0,Break,
07/07/2023,0,1637950,11350,GBP,ALL OTHER LOANS,PRINCIPAL,54044,54044.0,0.0,Match,
06/02/2023,2,1696468,48516,USD,ALL OTHER LOANS,PRINCIPAL,76016,70000.0,6016.0,Break,
06/01/2023,2,1657392,29895,EUR,ALL OTHER LOANS,DEFERRED COSTS,46989,46989.0,0.0,Match,
05/12/2023,2,1699284,8645,EUR,ALL OTHER LOANS,PRINCIPAL,72851,72851.16862416558,-0.16862416558433324,Match,Difference is within tolerance (less than 1USD)
06/08/2023,2,1673029,27637,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23352,23352.0,0.0,Match,
06/25/2023,2,1605924,37289,EUR,ALL OTHER LOANS,DEFERRED COSTS,43101,43101.01287291959,-0.01287291959306458,Match,Difference is within tolerance (less than 1USD)
05/09/2023,2,1652327,50484,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,14201,60000.0,-45799.0,Break,
07/20/2023,0,1605969,38221,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26228,26227.013942851743,0.9860571482568048,Match,Difference is within tolerance (less than 1USD)
05/28/2023,0,1627060,9488,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34715,34714.85087930489,0.14912069511046866,Match,Difference is within tolerance (less than 1USD)
05/11/2023,2,1646869,68068,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23199,30000.0,-6801.0,Break,
07/10/2023,2,1643408,59706,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31048,31047.0293030695,0.9706969305007078,Match,Difference is within tolerance (less than 1USD)
03/02/2023,0,1601855,54784,EUR,ALL OTHER LOANS,PRINCIPAL,53183,70000.0,-16817.0,Break,
03/11/2023,2,1611687,11294,USD,ALL OTHER LOANS,PRINCIPAL,40834,40834.51468688169,-0.5146868816882488,Match,Difference is within tolerance (less than 1USD)
03/01/2023,0,1643916,44391,USD,ALL OTHER LOANS,PRINCIPAL,33815,33815.85439483588,-0.8543948358783382,Match,Difference is within tolerance (less than 1USD)
04/08/2023,0,1600446,46700,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,46417,0.0,46417.0,Break,
05/29/2023,0,1659211,48300,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,74771,74770.06090118813,0.9390988118684618,Match,Difference is within tolerance (less than 1USD)
04/03/2023,2,1675516,7939,USD,ALL OTHER LOANS,DEFERRED COSTS,38387,20000.0,18387.0,Break,
05/27/2023,0,1613671,31573,USD,ALL OTHER LOANS,PRINCIPAL,61715,61715.30581737388,-0.3058173738827463,Match,Difference is within tolerance (less than 1USD)
02/17/2023,2,1648971,24022,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31074,80000.0,-48926.0,Break,
04/24/2023,2,1685740,61821,USD,ALL OTHER LOANS,DEFERRED COSTS,71073,70000.0,1073.0,Break,
05/06/2023,2,1695590,62721,EUR,ALL OTHER LOANS,DEFERRED COSTS,16214,50000.0,-33786.0,Break,
08/03/2023,2,1690160,63922,EUR,ALL OTHER LOANS,DEFERRED COSTS,67707,67706.16080193207,0.8391980679298285,Match,Difference is within tolerance (less than 1USD)
06/01/2023,0,1667767,65307,EUR,ALL OTHER LOANS,PRINCIPAL,55530,10000.0,45530.0,Break,
02/27/2023,0,1627060,9488,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25096,25096.0,0.0,Match,
06/28/2023,2,1692967,51898,USD,ALL OTHER LOANS,DEFERRED COSTS,12486,30000.0,-17514.0,Break,
06/10/2023,0,1669811,65511,GBP,ALL OTHER LOANS,PRINCIPAL,68113,10000.0,58113.0,Break,
04/11/2023,0,1690726,53693,GBP,ALL OTHER LOANS,PRINCIPAL,74223,80000.0,-5777.0,Break,
05/12/2023,0,1688808,42040,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,59613,40000.0,19613.0,Break,
05/16/2023,2,1675231,21830,EUR,ALL OTHER LOANS,PRINCIPAL,54383,20000.0,34383.0,Break,
03/12/2023,0,1669811,65511,GBP,ALL OTHER LOANS,PRINCIPAL,46541,40000.0,6541.0,Break,
05/01/2023,0,1619218,19563,USD,ALL OTHER LOANS,DEFERRED COSTS,58633,70000.0,-11367.0,Break,
04/11/2023,0,1639278,33344,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,55189,20000.0,35189.0,Break,
02/18/2023,0,1666875,28044,USD,ALL OTHER LOANS,DEFERRED COSTS,32817,80000.0,-47183.0,Break,
07/25/2023,0,1601021,12195,EUR,ALL OTHER LOANS,PRINCIPAL,36897,70000.0,-33103.0,Break,
07/01/2023,0,1615235,44684,USD,ALL OTHER LOANS,PRINCIPAL,50050,50000.0,50.0,Break,
06/02/2023,0,1627532,18146,EUR,ALL OTHER LOANS,DEFERRED COSTS,43212,60000.0,-16788.0,Break,
03/09/2023,0,1698067,19259,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48096,10000.0,38096.0,Break,
05/05/2023,2,1657813,61196,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31414,80000.0,-48586.0,Break,
05/03/2023,0,1680098,13669,GBP,ALL OTHER LOANS,DEFERRED COSTS,60948,60947.77430967764,0.22569032236060593,Match,Difference is within tolerance (less than 1USD)
07/17/2023,0,1682982,61914,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,70507,70507.0,0.0,Match,
04/20/2023,2,1648579,27899,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42611,42611.0,0.0,Match,
06/14/2023,2,1622903,69241,EUR,ALL OTHER LOANS,DEFERRED COSTS,58254,70000.0,-11746.0,Break,
03/04/2023,0,1661086,43988,GBP,ALL OTHER LOANS,DEFERRED COSTS,12121,30000.0,-17879.0,Break,
06/05/2023,2,1612642,12691,EUR,ALL OTHER LOANS,DEFERRED COSTS,32107,60000.0,-27893.0,Break,
08/06/2023,2,1637950,11350,GBP,ALL OTHER LOANS,PRINCIPAL,17279,30000.0,-12721.0,Break,
07/13/2023,2,1653317,65751,GBP,ALL OTHER LOANS,DEFERRED COSTS,31835,20000.0,11835.0,Break,
03/03/2023,2,1659103,22987,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,78512,78511.85645675071,0.14354324928717688,Match,Difference is within tolerance (less than 1USD)
06/10/2023,2,1646869,68068,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,59697,10000.0,49697.0,Break,
04/25/2023,0,1640243,47806,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,50220,80000.0,-29780.0,Break,
07/18/2023,0,1686888,8791,GBP,ALL OTHER LOANS,PRINCIPAL,20885,20000.0,885.0,Break,
03/16/2023,2,1653398,62466,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,66232,66231.13745223699,0.8625477630121168,Match,Difference is within tolerance (less than 1USD)
06/08/2023,0,1660472,66029,EUR,ALL OTHER LOANS,DEFERRED COSTS,16843,20000.0,-3157.0,Break,
06/29/2023,2,1668313,63418,USD,ALL OTHER LOANS,PRINCIPAL,14916,80000.0,-65084.0,Break,
08/06/2023,2,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,76866,70000.0,6866.0,Break,
08/10/2023,0,1699284,8645,EUR,ALL OTHER LOANS,PRINCIPAL,67308,30000.0,37308.0,Break,
04/21/2023,0,1623601,55464,USD,ALL OTHER LOANS,PRINCIPAL,56798,80000.0,-23202.0,Break,
04/05/2023,2,1697690,66861,USD,ALL OTHER LOANS,DEFERRED COSTS,17992,17992.0,0.0,Match,
05/19/2023,0,1691769,37060,GBP,ALL OTHER LOANS,DEFERRED COSTS,58644,70000.0,-11356.0,Break,
05/11/2023,0,1669811,65511,GBP,ALL OTHER LOANS,PRINCIPAL,19561,20000.0,-439.0,Break,
04/30/2023,0,1662496,48750,EUR,ALL OTHER LOANS,PRINCIPAL,58212,50000.0,8212.0,Break,
08/04/2023,0,1635621,27886,USD,ALL OTHER LOANS,PRINCIPAL,60441,10000.0,50441.0,Break,
07/19/2023,2,1648579,27899,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77284,77284.0,0.0,Match,
04/24/2023,0,1636740,65333,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25034,10000.0,15034.0,Break,
08/15/2023,2,1687726,18234,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,76232,30000.0,46232.0,Break,
04/19/2023,2,1666875,28044,USD,ALL OTHER LOANS,DEFERRED COSTS,77678,77677.03092287795,0.9690771220484748,Match,Difference is within tolerance (less than 1USD)
06/11/2023,2,1644132,15426,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,58120,58120.0,0.0,Match,
05/07/2023,2,1649430,26527,EUR,ALL OTHER LOANS,PRINCIPAL,11768,11768.0,0.0,Match,
03/14/2023,2,1616179,30713,USD,ALL OTHER LOANS,DEFERRED COSTS,75508,75508.1503960639,-0.15039606389473192,Match,Difference is within tolerance (less than 1USD)
08/04/2023,2,1632508,27644,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47735,47734.15262393044,0.8473760695633246,Match,Difference is within tolerance (less than 1USD)
03/30/2023,2,1660012,6904,GBP,ALL OTHER LOANS,DEFERRED COSTS,50601,50600.7566802002,0.24331979980343021,Match,Difference is within tolerance (less than 1USD)
06/12/2023,0,1616179,30713,USD,ALL OTHER LOANS,DEFERRED COSTS,28829,28829.493488183478,-0.49348818347789347,Match,Difference is within tolerance (less than 1USD)
05/19/2023,0,1633227,4630,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,72647,30000.0,42647.0,Break,
05/18/2023,0,1682982,61914,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,15469,40000.0,-24531.0,Break,
07/02/2023,2,1696468,48516,USD,ALL OTHER LOANS,PRINCIPAL,62579,30000.0,32579.0,Break,
03/05/2023,2,1677593,11213,USD,ALL OTHER LOANS,DEFERRED COSTS,71277,10000.0,61277.0,Break,
07/24/2023,2,1654929,26193,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44021,50000.0,-5979.0,Break,
07/30/2023,2,1619218,19563,USD,ALL OTHER LOANS,DEFERRED COSTS,33988,33988.0,0.0,Match,
08/20/2023,0,1609332,44208,GBP,ALL OTHER LOANS,PRINCIPAL,34877,60000.0,-25123.0,Break,
07/20/2023,0,1639719,20172,GBP,ALL OTHER LOANS,DEFERRED COSTS,69246,40000.0,29246.0,Break,
05/03/2023,2,1670946,35738,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,59445,59445.0,0.0,Match,
